card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,total,rules_text,portrait_url,section
614,Crystal Vanguard King,super,9,5,8,5,5,4,20,24,"Soldier clad in crystal armor, spear glowing, crowned with crystal.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/crystal_vanguard_king.png,MAJOR-BOSSES
615,Obsidian Berserker King,super,5,4,6,8,9,4,20,24,"Hulking brute wielding obsidian axes, crowned with obsidian.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/obsidian_berserker_king.png,MAJOR-BOSSES
616,Oath Champion Lord,super,11,9,6,6,5,4,27,31,"Warrior branded with glowing vow runes, crowned with parchment.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/oath_champion_lord.png,MAJOR-BOSSES
617,Blood Hierophant Lord,super,5,4,10,12,4,4,27,31,"Cloaked in crimson robes, knife in hand, crowned with ruby.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/blood_hierophant_lord.png,MAJOR-BOSSES
618,Rune Exarch King,super,11,10,6,4,6,4,28,32,"Tall figure cloaked in glyphs, staff blazing, crowned with glyphs.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/rune_exarch_king.png,MAJOR-BOSSES
619,Halo Prelate Lord,super,5,11,5,4,11,4,28,32,"Radiant cleric crowned with glowing halo, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_prelate_lord.png,MAJOR-BOSSES
620,Void Inquisitor King,super,5,6,5,9,11,4,26,30,"Shadow-cloaked judge with glowing eyes, crowned with void.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/void_inquisitor_king.png,MAJOR-BOSSES
621,Obelisk General King,super,5,5,10,6,10,4,26,30,"Armored in stone, inscribed with runes, crowned with obelisk.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/obelisk_general_king.png,MAJOR-BOSSES
622,Golden Strategos Lord,super,6,12,11,5,5,4,32,36,"Warrior in gilded armor with jeweled sword, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/golden_strategos_lord.png,MAJOR-BOSSES
623,Rune Captain King,super,5,5,11,9,6,4,26,30,"Soldier branded with glyph tattoos, crowned with glyphs.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/rune_captain_king.png,MAJOR-BOSSES
624,Halo Commander Lord,super,5,5,10,11,5,4,27,31,"Radiant figure with winged helm, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_commander_lord.png,MAJOR-BOSSES
625,Void Centurion King,super,5,5,8,5,12,4,26,30,"Dark knight wielding void lance, crowned with void.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/void_centurion_king.png,MAJOR-BOSSES
626,Crystal Colossus King,super,11,5,4,9,5,4,24,28,"Giant clad in crystalline plates, crowned with crystal.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/crystal_colossus_king.png,MAJOR-BOSSES
627,Oath Leviathan Lord,super,6,11,11,5,5,4,30,34,"Serpentine giant inscribed with vow runes, crowned with parchment.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/oath_leviathan_lord.png,MAJOR-BOSSES
628,Ash Titan King,super,5,11,10,5,5,4,27,31,"Colossal humanoid wreathed in flame, crowned with soot.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/ash_titan_king.png,MAJOR-BOSSES
629,Halo Seraph Lord,super,11,5,6,9,5,4,26,30,"Winged figure of radiant light, halo blazing, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_seraph_lord.png,MAJOR-BOSSES
630,Ash Hierarch Lord,super,6,5,10,4,8,4,22,26,"Cloaked in smoke and flame, mask glowing, crowned with soot.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/ash_hierarch_lord.png,MAJOR-BOSSES
631,Rune Pontiff King,super,5,10,6,4,10,4,25,29,"Tall figure cloaked in glyph-etched robes, crowned with glyphs.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/rune_pontiff_king.png,MAJOR-BOSSES
632,Halo Exemplar Lord,super,4,9,5,10,6,4,24,28,"Radiant cleric crowned with blazing halo, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_exemplar_lord.png,MAJOR-BOSSES
633,Void Exarch King,super,9,4,11,5,6,4,25,29,"Dark priest cloaked in shadows, eyes glowing, crowned with void.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/void_exarch_king.png,MAJOR-BOSSES
634,Crystal General King,super,5,5,5,11,12,4,31,35,"Warrior clad in crystal plates, wielding glaive, crowned with crystal.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/crystal_general_king.png,MAJOR-BOSSES
635,Golden Strategist Lord,super,9,5,5,12,4,4,26,30,"General clad in gold and jewels, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/golden_strategist_lord.png,MAJOR-BOSSES
636,Obelisk Warden King,super,12,8,4,6,5,4,26,30,"Armored in stone, glyphs glowing, crowned with obelisk.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/obelisk_warden_king.png,MAJOR-BOSSES
637,Rune Marshal King,super,4,9,5,11,5,4,24,28,"Soldier etched with glowing glyphs, staff spear, crowned with glyphs.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/rune_marshal_king.png,MAJOR-BOSSES
638,Halo Praetor Lord,super,9,6,10,4,5,4,24,28,"Radiant warrior with winged helm and spear, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_praetor_lord.png,MAJOR-BOSSES
639,Halo Seraphim Lord,super,6,9,5,9,6,4,24,28,"Winged radiant figure crowned with halos, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_seraphim_lord.png,MAJOR-BOSSES
640,Ash Lord King,super,12,6,4,5,11,4,31,35,"Tall warlord cloaked in flame, crowned with soot.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/ash_lord_king.png,MAJOR-BOSSES
641,Rune Khan King,super,6,4,5,11,12,4,31,35,"Warlord etched with glyph tattoos, crowned with glyphs.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/rune_khan_king.png,MAJOR-BOSSES
642,Halo Regent Lord,super,5,5,9,10,5,4,23,27,"Radiant ruler crowned with great halo, crowned with gold.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_regent_lord.png,MAJOR-BOSSES
643,Void King Lord,super,8,8,6,6,4,4,20,24,"Cloaked in shadows, eyes glowing like suns, crowned with void.",https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/void_king_lord.png,MAJOR-BOSSES
644,"Pharaoh of Chains, the Eternal",super,4,8,9,4,6,4,20,24,"Ancient king wrapped in spectral chains, golden mask cracked, eyes burning with blue fire.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/pharaoh_of_chains,_the_eternal.png",KINGDOM-BOSSES
645,"River Titan, the Flood King",super,6,9,8,5,5,4,21,25,"Colossal warrior clad in fishbone armor, wielding a trident of bone and gold, crowned with reeds.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/river_titan,_the_flood_king.png",KINGDOM-BOSSES
646,"Idol Colossus, the Living God",super,6,5,12,8,5,4,27,31,"Towering statue animated by cult magic, covered in glowing runes, crowned with obsidian.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/idol_colossus,_the_living_god.png",KINGDOM-BOSSES
647,"Marsh Leviathan, the Drowned Queen",super,5,5,6,9,11,4,26,30,"Massive serpent with reed crown, body covered in swamp mud, eyes glowing green.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/marsh_leviathan,_the_drowned_queen.png",KINGDOM-BOSSES
648,"Sandstorm Khan, the Desert Lord",super,5,9,4,10,6,4,24,28,"Warlord with flowing robes, staff of wind, surrounded by a swirling sandstorm, crowned with gold.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/sandstorm_khan,_the_desert_lord.png",KINGDOM-BOSSES
649,"Eclipse Hierarch, the Night King",super,5,4,9,4,12,4,26,30,"Robed priest glowing with eclipse sigils, staff blazing, crowned with a black flame halo.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/eclipse_hierarch,_the_night_king.png",KINGDOM-BOSSES
650,"Void Augur, the Hollow Prophet",super,8,5,11,6,5,4,25,29,"Emaciated oracle with hollow eyes, crowned with void flame, body wreathed in shadow.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/void_augur,_the_hollow_prophet.png",KINGDOM-BOSSES
651,"Blood Moon Prophet, the Crimson Oracle",super,12,5,12,5,6,4,34,38,"Crimson-robed prophet with blood-crystal staff, eyes glowing red, crowned with lunar silver.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/blood_moon_prophet,_the_crimson_oracle.png",KINGDOM-BOSSES
652,"Chained Seer, the Blind Judge",super,9,4,9,5,6,4,22,26,"Blindfolded mystic wrapped in glowing chains, staff of silver, crowned with moonstone.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/chained_seer,_the_blind_judge.png",KINGDOM-BOSSES
653,"Ashen Oracle, the Ember Queen",super,9,5,5,8,5,4,20,24,"Ash-coated priest with burning staff, veil of embers, crowned with a circlet of soot.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/ashen_oracle,_the_ember_queen.png",KINGDOM-BOSSES
654,"Bronze Pitlord, the Arena King",super,5,5,5,9,11,4,25,29,"Gladiator captain clad in bronze plates, crowned with gold, wielding a massive warhammer.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/bronze_pitlord,_the_arena_king.png",KINGDOM-BOSSES
655,"Crimson Duelmaster, the Blood Regent",super,4,4,11,12,6,4,30,34,"Elegant fighter in red armor, twin swords, crowned with crimson, cloak trailing blood.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/crimson_duelmaster,_the_blood_regent.png",KINGDOM-BOSSES
656,"Chain Warlord, the Iron Tyrant",super,5,11,5,5,8,4,24,28,"Bulky gladiator with massive hooked chains, crowned with iron, body covered in scars.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/chain_warlord,_the_iron_tyrant.png",KINGDOM-BOSSES
657,"Masked Champion, the Golden Face",super,5,12,5,8,6,4,27,31,"Fighter with ornate golden mask, crowned with gold, wielding twin axes.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/masked_champion,_the_golden_face.png",KINGDOM-BOSSES
658,"Ash Gladiator Lord, the Flame Sovereign",super,10,4,5,5,12,4,28,32,"Covered in burning ash armor, crowned with flame, sword glowing with embers.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/ash_gladiator_lord,_the_flame_sovereign.png",KINGDOM-BOSSES
659,"Glyph Knight, the Rune King",super,11,5,6,6,9,4,27,31,"Armored warrior etched with glowing runes, crowned with glyphs, wielding a rune blade.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/glyph_knight,_the_rune_king.png",KINGDOM-BOSSES
660,"Halo Paladin, the Radiant Lord",super,4,10,5,9,6,4,24,28,"Radiant knight crowned with luminous halo, golden armor shining, spear blazing with light.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/halo_paladin,_the_radiant_lord.png",KINGDOM-BOSSES
661,"Crystal Vanguard, the Shard Emperor",super,5,10,5,5,8,4,22,26,"Soldier clad in crystal armor, spear glowing, crowned with crystal, shield of light.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/crystal_vanguard,_the_shard_emperor.png",KINGDOM-BOSSES
662,"Obsidian Berserker, the Black King",super,5,9,5,12,6,4,28,32,"Hulking brute wielding obsidian axes, crowned with obsidian, body streaked with magma.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/obsidian_berserker,_the_black_king.png",KINGDOM-BOSSES
663,"Oath Champion, the Covenant King",super,5,9,9,4,4,4,20,24,"Warrior branded with glowing vow runes, crowned with parchment, wielding a vow-forged blade.","https://raw.githubusercontent.com/tuccijr75/Kudurru-Kings/main/attached_assets/cards/images/oath_champion,_the_covenant_king.png",KINGDOM-BOSSES
